state_id,state_name,state_abbr,risk_level,population2021,daily_new_cases_per_100k,7d_rolling_avg_cases_per_100k,daily_new_deaths_per_100k,7d_rolling_avg_deaths_per_100k,daily_percentage_of_people_who_received_at_least_one_dose,daily_percentage_of_people_who_are_fully_vaccinated
1,Alabama,AL,4,5039877,5309.435131055778,5098.276349658079,76.92648054704509,73.1201707237432,0.0,0.0
2,Alaska,AK,4,732673,4924.843688794319,4609.852261123701,18.562168934845424,16.40113211032298,0.0,0.0
3,Arizona,AZ,4,7276316,4963.858084228337,4709.200173745694,95.37793575760041,92.63158261222667,0.0,0.0
4,Arkansas,AR,4,3025891,5597.756165043618,5359.767231724946,86.58606671555584,83.42997153565678,0.0,0.0
5,California,CA,4,39237836,3423.2086601310025,3254.1662811665474,50.655189037438255,49.48624927565661,0.0,0.0
6,Colorado,CO,4,5812069,4441.172326068393,4194.535297400731,58.75704503852243,54.93453937545018,0.0,0.0
7,Connecticut,CT,4,3605597,3542.131857775564,3374.368873092108,142.72255052353327,140.3789719150532,0.0,0.0
8,Delaware,DE,4,1003384,3896.4145332195844,3686.0407239045926,77.93626368369438,77.38811860663515,0.0,0.0
9,District of Columbia,DC,4,1340100,1706.7383031117079,1642.1269201658724,51.861801358107606,51.2399572171231,0.0,0.0
10,Florida,FL,4,21781128,4818.988254419147,4680.410884662565,87.61254238072519,86.01788973769709,0.0,0.0
11,Georgia,GA,4,10799566,4455.049397355412,4308.789551622458,88.02205570112726,86.05438403728448,0.0,0.0
12,Hawaii,HI,4,1441553,1282.2282635463282,1260.6443982883143,17.966734487042793,16.949313229089274,0.0,0.0
13,Idaho,ID,4,1900923,5774.247562894447,5540.128212903491,54.5524463642136,51.641579730829015,0.0,0.0
14,Illinois,IL,4,12671469,6166.932973596037,5923.742092232106,110.70539650927607,105.1916974530209,0.0,0.0
15,Indiana,IN,4,6805985,5550.849730053769,5223.560062000053,91.19914310713291,86.68840733560243,0.0,0.0
16,Iowa,IA,4,3193079,7622.266783878507,7391.804050483651,83.99416362701957,78.60751331238595,0.0,0.0
17,Kansas,KS,4,2934582,5848.39680744992,5599.512493237052,60.86045644660806,55.61836972579626,0.0,0.0
18,Kentucky,KY,4,4509394,4482.531355654441,4236.43557046848,49.69625630406214,47.03514485538412,0.0,0.0
19,Louisiana,LA,4,4624047,5345.469023130604,5196.950389375985,141.60755718962199,140.04687524441974,0.0,0.0
20,Maine,ME,4,1372247,956.6062086490259,895.0283731718852,16.542211424036637,15.315512926365782,0.0,0.0
21,Maryland,MD,4,6165129,3447.5353232673638,3309.769697091033,78.18165686395207,76.25685258708023,0.0,0.0
22,Massachusetts,MA,4,6984723,3608.117315461186,3382.5965610948356,156.81366319036562,154.75679326629464,0.0,0.0
23,Michigan,MI,4,10050811,4233.44942015127,4004.016619724944,102.60863526336333,97.44984757946399,0.0,0.0
24,Minnesota,MN,4,5707390,6050.7517446678785,5756.481634212085,69.71663054390886,65.59040121666821,0.0,0.0
25,Mississippi,MS,4,2949965,5541.01489339704,5328.605593625687,133.8659950202799,130.48177407754554,0.0,0.0
26,Missouri,MO,4,6168187,5425.208412131474,5221.066463405581,71.5283113174098,67.283411911258,0.0,0.0
27,Montana,MT,4,1104271,6075.682509094235,5829.417908155827,66.46919098663281,63.69209490544742,0.0,0.0
28,Nebraska,NE,4,1963692,7083.748367870318,6774.367583394661,61.51677554321146,56.7638237904247,0.0,0.0
29,Nevada,NV,4,3143991,5285.861187261668,5025.541467153418,73.44168606080616,70.13908966872573,0.0,0.0
30,New Hampshire,NH,4,1388992,1737.806985209418,1607.7949230192007,40.24501221029351,38.55313781504861,0.0,0.0
31,New Jersey,NJ,4,9267130,3925.9403936278004,3764.4757022169447,186.7460583805342,184.63645163065587,0.0,0.0
32,New Mexico,NM,4,2115877,5050.199042760993,4777.201807369441,82.14088058993977,76.44584255133923,0.0,0.0
33,New York,NY,4,19835913,3533.500071310053,3383.2221385524326,173.86646130178127,172.6783805380339,0.0,0.0
34,North Carolina,NC,4,10551162,3684.5230885470246,3546.7007601356404,52.5724086124353,50.96121166559664,0.0,0.0
35,North Dakota,ND,4,774948,10647.166003396356,10384.106878323264,130.71844820555702,124.07284101642949,0.0,0.0
36,Ohio,OH,4,11780017,3968.0078560158277,3728.796462202535,58.97275020910411,56.143099510524195,0.0,0.0
37,Oklahoma,OK,4,3986639,5348.991970429226,5093.015516507586,47.00701518246323,44.920880303768,0.0,0.0
38,Oregon,OR,4,4246155,1960.4324382882867,1845.0742915817787,24.18658763045626,22.388882804953344,0.0,0.0
39,Pennsylvania,PA,4,12964056,3209.435380408724,2970.598090597573,87.4032015906133,82.86886963976913,0.0,0.0
40,Rhode Island,RI,4,1095610,5671.452432891267,5379.703674534865,128.9692500068455,126.30711049856548,0.0,0.0
41,South Carolina,SC,4,5190705,4416.259448379363,4270.474131851343,87.02093453586747,85.22927039775907,0.0,0.0
42,South Dakota,SD,4,895376,9527.170708171763,9198.51388849888,121.8482514608388,110.3633185015755,0.0,0.0
43,Tennessee,TN,4,6975218,5574.234382351921,5377.578982375277,69.5462134660164,66.45909370383357,0.0,0.0
44,Texas,TX,4,29527941,4528.016362536081,4379.675508021368,78.26824091798342,75.65094588432923,0.0,0.0
45,Utah,UT,4,3337975,6376.440806177398,6070.361307593462,28.130827822257505,26.857600790898672,0.0,0.0
46,Vermont,VT,4,645570,758.0897501432842,691.9909094731346,12.237247703579781,11.204568572476004,0.0,0.0
47,Virginia,VA,4,8642274,2906.329977503606,2809.0754817539923,48.56360721726712,47.50485809637602,0.0,0.0
48,Washington,WA,4,7738692,2378.6836328413124,2289.7335695932666,39.606176340911354,38.18690118002715,0.0,0.0
49,West Virginia,WV,4,1782959,3004.6680826648285,2806.979056404871,46.49574106863927,42.887507041197615,0.0,0.0
50,Wisconsin,WI,4,5895908,7427.490388248935,7159.318923274535,66.79208698643195,62.10804736663689,0.0,0.0
51,Wyoming,WY,4,578803,6209.539342401473,5944.830476493235,44.4019813304354,40.42826315689449,0.0,0.0
