state_id,state_name,state_abbr,risk_level,population2021,daily_new_new_cases_per_100k,7d_rolling_avg_new_cases_per_100k,daily_new_new_deaths_per_100k,7d_rolling_avg_new_deaths_per_100k,daily_percentage_of_people_who_received_at_least_one_dose,daily_percentage_of_people_who_are_fully_vaccinated
1,Alabama,AL,2,5039877,7.162873220913923,9.60907804467677,0.0,0.23148713086979442,55.38764140474063,45.12883945382
2,Alaska,AK,3,732673,0.0,36.519897494711635,0.0,0.1364865362856281,63.28894336218204,54.59488748732382
3,Arizona,AZ,3,7276316,52.49909432190685,53.41400000455489,0.38481011544853194,0.7604580852911464,64.86276846690001,55.10677381246224
4,Arkansas,AR,3,3025891,12.657428836663316,27.236369622793983,0.5948661072061089,0.3745453267594019,60.630802629704775,49.44226345231868
5,California,CA,2,39237836,4.169445022401337,17.533368266573838,0.005097121054280364,0.26377601455900884,80.01244513076612,64.1787202535838
6,Colorado,CO,3,5812069,12.697715735996939,42.328177059543805,0.03441115375608927,0.6996934597071486,71.22616748011767,63.04094118634861
7,Connecticut,CT,3,3605597,0.0,26.950163474017916,0.0,0.2773465808852182,83.77181365526984,71.60725394435373
8,Delaware,DE,3,1003384,53.020578362820224,53.87483043096448,0.0,0.3488195944922383,71.29523691826859,60.04181848624256
9,District of Columbia,DC,2,1340100,0.0,9.807370452098457,0.0,0.012436882819690074,43.42198343407209,34.26565181702858
10,Florida,FL,2,21781128,0.0,9.592183261976672,0.0,0.42391437823299755,71.2403370477415,60.9035996666472
11,Georgia,GA,3,10799566,0.0,12.824589432575346,0.0,0.46143829606979886,58.37876262805376,48.5306816959126
12,Hawaii,HI,2,1441553,8.809943165461139,7.0856123321762805,0.06936963122410346,0.16186247285624142,81.15955500768962,60.37814773372884
13,Idaho,ID,4,1900923,0.0,23.357074431736585,0.0,0.6225046113563427,47.96270022510117,42.70620114544356
14,Illinois,IL,3,12671469,0.0,56.301962418767026,0.0,0.34592148182135257,69.52452000632286,61.952524999271986
15,Indiana,IN,4,6805985,0.0,71.09288998684876,0.0,0.798316971508655,55.52965514910774,50.284506944990326
16,Iowa,IA,3,3193079,0.0,52.63616358111671,0.0,0.47498563820897216,62.255240161612036,56.48779751456197
17,Kansas,KS,3,2934582,3.3394875317847657,64.83765952746543,0.0,0.31236703103428926,66.18012377912765,54.61772749918046
18,Kentucky,KY,3,4509394,0.0,53.459828210049636,0.0,1.145756318180817,60.12614998822458,52.097000173415765
19,Louisiana,LA,2,4624047,0.0,11.548325525237956,0.0,0.17661296839471285,56.194779162063014,49.35073108037181
20,Maine,ME,3,1372247,0.0,48.18999161854348,0.0,0.4008024794370109,80.9604247631804,71.39633025249827
21,Maryland,MD,2,6165129,0.0,19.793352487607546,0.0,0.18653299874179438,75.99085112412084,66.90346625350418
22,Massachusetts,MA,3,6984723,0.0,53.461574025811146,0.0,0.32929008065173093,85.38437386851275,70.81816988304332
23,Michigan,MI,3,10050811,0.0,99.37080130719232,0.0,1.4327202053645223,61.25079856739919,54.67884133927103
24,Minnesota,MN,3,5707390,0.0,79.35075652543708,0.0,0.8118129886573957,68.66341707855955,62.36414543250067
25,Mississippi,MS,2,2949965,0.0,13.908155326782326,0.0,0.1920926745458562,54.56783385565591,47.53375040042848
26,Missouri,MO,3,6168187,20.81648951304492,49.143868600055654,0.016212219246919717,0.32424438493839436,59.99967251317121,51.149519299593216
27,Montana,MT,4,1104271,0.0,28.926646758682555,0.0,1.6300346563479435,58.34654717908919,50.55172145243333
28,Nebraska,NE,3,1963692,0.0,62.397041607630634,0.0,0.28857207070491026,63.57356448974687,57.03878204932342
29,Nevada,NV,3,3143991,0.0,24.427550842225692,0.0,0.5195095448216401,65.49035922812756,53.694269481051315
30,New Hampshire,NH,3,1388992,0.0,101.44046905957701,0.0,0.6719501144235052,87.19747845919919,63.70382262820809
31,New Jersey,NJ,3,9267130,37.72473246841255,39.332565745813426,0.05395413682553282,0.20322724870950695,76.56861401534239,65.49512092740687
32,New Mexico,NM,3,2115877,0.0,83.50471898211205,0.0,0.7640645777928805,76.66178137954144,63.40080259863877
33,New York,NY,3,19835913,39.473857341479565,44.77088745909647,0.16132355490770706,0.2495473739978594,77.53837698320214,67.58928111854493
34,North Carolina,NC,3,10551162,0.0,25.234864449730072,0.0,0.2148262595784869,70.86187284395785,54.350459219562744
35,North Dakota,ND,4,774948,21.033669355879365,62.67701648553008,0.0,0.8172591365270101,57.528505138409294,48.39344059214296
36,Ohio,OH,3,11780017,45.28007047867588,64.59122378904159,0.0,0.5206557285387053,58.35498369824085,53.049380149451395
37,Oklahoma,OK,3,3986639,0.0,29.38386373656033,0.0,1.630446097577433,63.02070490957421,51.60316748017566
38,Oregon,OR,3,4246155,0.0,23.833326856885815,0.0,0.498490202704957,71.39117625239776,63.99542645051818
39,Pennsylvania,PA,3,12964056,46.98375261569373,58.67762373133841,0.33168631792395836,0.7405089888534885,81.39626209575151,58.24498135460075
40,Rhode Island,RI,3,1095610,0.0,82.10690196068204,0.0,0.39551786980160214,81.21877310356787,70.90351493688448
41,South Carolina,SC,2,5190705,0.0,16.653394315966164,0.0,0.27613461626760394,60.2091816044256,51.31507184476868
42,South Dakota,SD,3,895376,0.0,63.48490147475155,0.0,0.6887236944777019,66.98627168921213,54.51128911206018
43,Tennessee,TN,4,6975218,0.0,26.52451661213825,0.0,1.0226681565125755,55.9971172227162,48.783622246645194
44,Texas,TX,3,29527941,3.2647044370618326,14.671334032883829,0.09143881722061148,0.31721367455545463,63.37140473153885,54.13204395118508
45,Utah,UT,3,3337975,0.0,42.06142945947767,0.0,0.3844646329985495,62.48575858117571,53.6502520240565
46,Vermont,VT,3,645570,107.5018975479034,105.53243091929833,0.15490186966556688,0.25816978277594477,83.18973930015335,71.01011509208917
47,Virginia,VA,3,8642274,0.0,21.257632622419248,0.0,0.22756356332449845,75.18104609967237,64.74957864099194
48,Washington,WA,3,7738692,0.43935073265611296,23.580950667853728,0.0,0.45227281302835154,72.16705355375301,64.44242773843435
49,West Virginia,WV,3,1782959,46.7200872257859,78.12854922631423,0.0,1.355424699427562,69.66138873636466,49.388179986191496
50,Wisconsin,WI,3,5895908,0.0,70.98627920051864,0.0,0.5370956715516366,65.42259478947093,59.20292514740733
51,Wyoming,WY,4,578803,0.0,38.206930016405785,0.0,2.3323997975131436,54.12549693073464,45.9520769588271
