state_id,state_name,state_abbr,risk_level,population2021,daily_new_new_cases_per_100k,7d_rolling_avg_new_cases_per_100k,daily_new_new_deaths_per_100k,7d_rolling_avg_new_deaths_per_100k,daily_percentage_of_people_who_received_at_least_one_dose,daily_percentage_of_people_who_are_fully_vaccinated
1,Alabama,AL,1,5039877,2.162751194126365,2.0465352059754065,0.27778455704375327,0.042990467161533236,0.0,0.0
2,Alaska,AK,1,732673,1.364865362856281,1.6378384354275373,0.0,0.04549551209520936,0.0,0.0
3,Arizona,AZ,1,7276316,1.5804701170207562,1.9849134016248253,0.0687160920443807,0.04122965522662842,0.0,0.0
4,Arkansas,AR,1,3025891,1.9828870240203629,1.4966075871772737,0.0660962341340121,0.03304811706700605,0.0,0.0
5,California,CA,1,39237836,3.2468661115765913,2.4298704225905103,0.0713596947599251,0.04927217019137684,0.0,0.0
6,Colorado,CO,2,5812069,6.12518536858389,5.554943392054412,0.18926134565849098,0.14337980731703862,0.0,0.0
7,Connecticut,CT,3,3605597,11.89816831997586,10.626336141916502,0.4437545294163491,0.2311221507376818,0.0,0.0
8,Delaware,DE,2,1003384,4.8834743228913355,3.5451460827986665,0.09966274128349666,0.16610456880582775,0.0,0.0
9,District of Columbia,DC,2,1340100,6.79053801955078,4.296054665430085,0.14924259383628088,0.08705817973783052,0.0,0.0
10,Florida,FL,2,21781128,4.715090972331644,3.802767764303641,0.06886695675265303,0.04744168131849431,0.0,0.0
11,Georgia,GA,2,10799566,5.8428273876931724,4.447268661404674,0.25926967805928497,0.12191847956359232,0.0,0.0
12,Hawaii,HI,1,1441553,2.3585674616195176,1.6153214127898379,0.0,0.011561605204017243,0.0,0.0
13,Idaho,ID,2,1900923,7.522661359771016,4.103269832602373,0.0,0.07890903524235333,0.0,0.0
14,Illinois,IL,2,12671469,7.781260404772328,5.7542093749576875,0.30777804846462553,0.1131150092647769,0.0,0.0
15,Indiana,IN,2,6805985,5.891873108741791,4.395291161277275,0.27916605752143153,0.10285065277105371,0.0,0.0
16,Iowa,IA,1,3193079,1.5972044537576429,1.7985327462481016,0.06263546877480952,0.03131773438740476,0.0,0.0
