state_id,state_name,state_abbr,risk_level,population2021,daily_new_cases_per_100k,7d_rolling_avg_new_cases_per_100k,daily_new_deaths_per_100k,7d_rolling_avg_new_deaths_per_100k,daily_percentage_of_people_who_received_at_least_one_dose,daily_percentage_of_people_who_are_fully_vaccinated
1,Alabama,AL,3,5039877,99.8635482572293,80.18336275156828,0.9920877037276903,0.5324204010005271,47.24061718172884,35.97817962620913
2,Alaska,AK,3,732673,72.8838103765254,69.92010273146605,0.0,0.5459461451425124,53.5930763109873,46.8522792569127
3,Arizona,AZ,3,7276316,50.94611064170385,43.76429736460829,0.8658227597591968,0.22905364014793564,56.14901826693618,47.397213095198175
4,Arkansas,AR,4,3025891,94.71590351403934,70.45386442727589,0.9914435120101814,1.0575397461441935,52.38770993403266,40.509126072287465
5,California,CA,3,39237836,37.07390998830822,33.7236451353448,0.31092438431110214,0.1966639206776507,68.74740492824324,55.694162134731386
6,Colorado,CO,3,5812069,24.535152628091645,27.103699462028313,0.2580836531706695,0.10323346126826781,62.34865759508361,55.936947754749646
7,Connecticut,CT,2,3605597,21.85491057375519,19.224080149358265,0.08320397426556546,0.08320397426556546,72.1681874041941,64.7293638196393
8,Delaware,DE,3,1003384,52.621927397686235,35.18094767307432,0.29898822385048995,0.3488195944922383,61.68645304290282,53.15492373807037
9,District of Columbia,DC,2,1340100,14.178046414446683,12.941464922660355,0.07462129691814044,0.03731064845907022,35.24923513170659,29.968285948809793
10,Florida,FL,3,21781128,127.65638216716783,99.5357081598345,1.5931222662113733,1.0559600035406798,61.99335498143164,51.137998913554895
11,Georgia,GA,3,10799566,100.22624983263216,81.404064888216,0.5463182501963505,0.44600557713769856,49.61465118135303,40.21158813233791
12,Hawaii,HI,3,1441553,70.54891495491322,50.62001089896007,0.624326681016931,0.1271776572441897,72.3470451658732,53.89069982165068
13,Idaho,ID,3,1900923,43.82081757125354,37.10227685633317,0.42084818795921775,0.3156361409694133,41.107609303480466,36.52062708484247
14,Illinois,IL,3,12671469,37.619947616176155,28.76202773783709,0.14994315181609963,0.2341217633619801,65.35252542542621,50.69385404328417
15,Indiana,IN,3,6805985,70.92287156083947,55.72826185860155,0.3085519583131611,0.3036543081812062,49.103707986426656,45.39554524436948
16,Iowa,IA,3,3193079,0.0,31.818818137603238,0.0,0.2192241407118333,55.20023150069259,50.67851437437032
17,Kansas,KS,3,2934582,107.78366390852257,46.99136026868563,0.44299324401226475,0.23853482369891177,56.33637090393112,47.32029979056642
18,Kentucky,KY,3,4509394,107.48672659785328,89.80300742342381,0.39916671730170394,0.5507022303514248,55.68220474857597,47.454757778983165
19,Louisiana,LA,4,4624047,74.13419457025415,92.31554708925505,1.319190743519692,1.3696515916324667,49.11448780689297,40.83933402926051
20,Maine,ME,2,1372247,19.457138547214896,15.740606465162612,0.14574635615891307,0.04858211871963769,69.49601638772029,64.07600089488263
21,Maryland,MD,2,6165129,22.286638284454387,17.846921196388823,0.12976208608124826,0.11083844852773289,66.3408178482559,59.81159518316649
