state_id,state_name,state_abbr,risk_level,population2021,daily_new_new_cases_per_100k,7d_rolling_avg_new_cases_per_100k,daily_new_new_deaths_per_100k,7d_rolling_avg_new_deaths_per_100k,daily_percentage_of_people_who_received_at_least_one_dose,daily_percentage_of_people_who_are_fully_vaccinated
1,Alabama,AL,2,5039877,0.0,3.7812714193506816,0.0,0.13227836049702535,37.673617828371604,30.694856243515467
2,Alaska,AK,2,732673,0.0,4.289576854691169,0.0,0.0,47.58848763363738,41.45041512380011
3,Arizona,AZ,2,7276316,8.809403000089606,5.768225097896872,0.21989149454201823,0.13972272049024076,48.46999498097664,38.74665421347836
4,Arkansas,AR,2,3025891,8.295077383818517,7.549134170020381,0.0,0.07711227315634743,40.859700498134266,32.959085439627536
5,California,CA,1,39237836,1.3915140478185393,2.2849665526188256,0.048422650015663454,0.06243973291493445,60.10036843010405,48.01629223385306
6,Colorado,CO,2,5812069,6.916641904973943,7.708098441363997,0.17205576878044634,0.09749826897558626,56.16927465933388,49.13565203716611
7,Connecticut,CT,1,3605597,0.0,1.2480596139834819,0.0,0.04160198713278273,65.01228506680032,57.789708611361725
8,Delaware,DE,1,1003384,2.6908940146544094,2.9329321006286153,0.29898822385048995,0.0,55.2810289978712,45.93924160640393
9,District of Columbia,DC,1,1340100,0.0,0.9061157482917054,0.0,0.0497475312787603,31.388329229162004,26.39086635325722
10,Florida,FL,2,21781128,0.0,6.621065984933641,0.0,0.22190463842521532,51.39814613825327,42.92144098322181
11,Georgia,GA,2,10799566,3.4353232342855256,3.1390150307891997,0.23149078398150447,0.1882791709716236,41.24367590327241,34.20304112220806
12,Hawaii,HI,1,1441553,4.439656398342621,2.7153255650577637,0.06936963122410346,0.04624642081606897,67.62630302181051,49.62030532349487
13,Idaho,ID,2,1900923,0.0,3.689936790856712,0.0,0.05260602349490221,36.59064570211418,32.90685630086016
14,Illinois,IL,1,12671469,0.0,1.523106752658275,0.0,0.1275832081242251,57.899995651648595,43.88550372494302
15,Indiana,IN,2,6805985,7.934193213767,4.504438792789413,0.42609556148007965,0.05142532638552686,43.145951688109804,38.265879222478446
