state_id,state_name,state_abbr,risk_level,population2021,daily_new_cases_per_100k,7d_rolling_avg_cases_per_100k,daily_new_deaths_per_100k,7d_rolling_avg_deaths_per_100k,daily_percentage_of_people_who_received_at_least_one_dose,daily_percentage_of_people_who_are_fully_vaccinated
1,Alabama,AL,4,5039877,266.15728915606473,243.05014926809864,10.496287905438962,9.824975225916559,0.0,0.0
2,Alaska,AK,4,732673,54.867587586822495,54.16565682878212,1.0918922902850248,1.0918922902850248,0.0,0.0
3,Arizona,AZ,4,7276316,210.4773899319381,195.71324672697398,10.486075645972495,9.498854456934893,0.0,0.0
4,Arkansas,AR,4,3025891,180.376622951719,160.50526227528638,3.635292877370665,3.321335765234108,0.0,0.0
5,California,CA,4,39237836,225.5170239255804,210.01995552019156,9.235983350356019,8.492653196606799,0.0,0.0
6,Colorado,CO,4,5812069,398.4983660723918,381.66393806700216,22.53930571023847,21.039552925702242,0.0,0.0
7,Connecticut,CT,4,3605597,1087.4204743347634,1049.8677472829052,99.34554527308516,94.67687782818398,0.0,0.0
8,Delaware,DE,4,1003384,835.7717484034029,784.1464484185517,31.593088986868434,29.20118319606452,0.0,0.0
9,District of Columbia,DC,4,1340100,581.1506603984777,544.5116036116708,30.74397433027386,28.91575255577942,0.0,0.0
10,Florida,FL,4,21781128,223.43654561875766,212.51227865045112,9.838792554729029,9.176904581495197,0.0,0.0
11,Georgia,GA,4,10799566,360.83857443900985,341.05867905115025,16.195095247346053,14.917266119768149,0.0,0.0
12,Hawaii,HI,4,1441553,44.1884550897539,43.78214724972701,1.1792837308097588,1.179283730809759,0.0,0.0
13,Idaho,ID,4,1900923,133.3036635360822,129.2605148731883,4.05066380910747,3.919148750370215,0.0,0.0
14,Illinois,IL,4,12671469,812.8102590157463,762.5015131011476,36.570345553463454,33.7043268884873,0.0,0.0
15,Indiana,IN,4,6805985,450.67686749236145,425.20768747758666,28.107614107289393,26.04570340173636,0.0,0.0
16,Iowa,IA,4,3193079,506.40776504433495,471.18426178261535,12.965542036385571,11.24828626747621,0.0,0.0
17,Kansas,KS,4,2934582,298.8841340947365,284.7326905744766,6.781204273726208,6.502913646077476,0.0,0.0
18,Kentucky,KY,4,4509394,187.9409960628856,178.04419586565925,8.715139994420536,7.905718595447637,0.0,0.0
19,Louisiana,LA,4,4624047,792.0983502114057,755.8097917257329,56.85495843792245,54.67793327648558,0.0,0.0
20,Maine,ME,4,1372247,136.78295525513994,125.84156808921011,5.3197419998003275,5.1739956436414145,0.0,0.0
21,Maryland,MD,4,6165129,707.93328087701,652.8446409753029,35.019542981176876,32.67571530133433,0.0,0.0
22,Massachusetts,MA,4,6984723,1289.7290271926317,1244.338128062794,88.02067025421051,83.42015376510517,0.0,0.0
23,Michigan,MI,4,10050811,531.9769718085436,514.6677786925425,51.030707870240526,49.06403406982116,0.0,0.0
24,Minnesota,MN,4,5707390,319.0425045423565,285.8048950571102,14.33229549759172,12.892641528497848,0.0,0.0
