state_id,state_name,state_abbr,risk_level,population2021,daily_new_cases_per_100k,7d_rolling_avg_cases_per_100k,daily_new_deaths_per_100k,7d_rolling_avg_deaths_per_100k,daily_percentage_of_people_who_received_at_least_one_dose,daily_percentage_of_people_who_are_fully_vaccinated
1,Alabama,AL,4,5039877,12379.647360441533,12158.442982409519,232.6247247700688,230.8588086574335,44.31459339186254,34.05575175743376
2,Alaska,AK,4,732673,10757.45933042435,10604.516417477997,52.68380300625245,52.11510910506234,52.2208406751716,45.88950322995388
3,Arizona,AZ,4,7276316,13135.314628996322,13032.236564295918,253.04013734422747,252.64616508317303,54.3752772694314,45.96233863400106
4,Arkansas,AR,4,3025891,13653.82956623355,13429.838871072543,211.37575676057068,208.72089135618788,49.501650918688085,37.76844572392066
5,California,CA,3,39237836,10652.661884819541,10563.449523566998,164.46625649793734,164.94878395774256,66.75838596195773,54.18971627283421
6,Colorado,CO,3,5812069,10167.549628196086,10106.870474426332,123.51883640748242,123.02847746645814,60.81977003370056,54.63567276988625
7,Connecticut,CT,3,3605597,10020.365559434402,9964.963598855571,230.39180474135074,230.0959683884065,70.38335121756536,63.333922232573414
8,Delaware,DE,3,1003384,11319.893480462117,11255.02727342103,183.08045573778335,182.88113025521636,60.086965708043984,51.88581839056632
9,District of Columbia,DC,4,1340100,3880.6805462278935,3842.8049079493003,85.8144914558615,85.73987015894336,34.36750988732184,29.383404223565407
10,Florida,FL,4,21781128,12981.27902283114,12670.301425291525,186.06933488476812,183.15320186049746,59.38111653354225,49.143951589651365
11,Georgia,GA,4,10799566,11275.629039166944,11090.220794851519,196.48011781214174,195.60199610490517,47.246287489700975,38.731037895411724
12,Hawaii,HI,3,1441553,3223.1211755655186,3120.1171831450433,37.66770975468817,37.42491604540381,71.00918245808514,53.053824590563096
13,Idaho,ID,4,1900923,10908.069395761953,10802.601833800887,117.73228058159116,117.01333159382749,39.513120731349986,35.56440739577563
14,Illinois,IL,3,12671469,11511.238357604789,11427.041331987633,205.77724650551565,205.29190419832148,63.67054206580153,49.30666681187477
15,Indiana,IN,4,6805985,11716.761056628835,11601.624998333924,207.40568778802776,206.7469538452798,47.737219520760036,44.316436195495584
16,Iowa,IA,4,3193079,12128.512949413403,12055.063914350829,194.48313054578355,194.039462641962,53.782101852162135,49.60372104792897
17,Kansas,KS,4,2934582,11797.932380148179,11691.015230497174,183.77404345831877,182.33715511556102,54.40536335328166,45.66531110733999
18,Kentucky,KY,4,4509394,11298.990507371944,11122.169155576748,165.6985395376851,165.0850055092399,53.260038932060496,45.93501920657188
19,Louisiana,LA,4,4624047,13131.959947638941,12721.873903345459,247.8781033151263,243.83763111981057,45.65870545865992,37.98758965901514
20,Maine,ME,3,1372247,5255.467856734246,5212.774584833697,65.80447980574925,65.64658791991043,67.9621088623258,63.05694237261951
21,Maryland,MD,3,6165129,7742.54683073136,7701.792266981414,160.1426344850205,159.91014408079158,64.7130822404527,58.48129049692229
22,Massachusetts,MA,3,6984723,10497.023289255709,10438.336024819553,259.58080227376234,259.17515507295946,72.63937310040785,63.67311917738184
23,Michigan,MI,4,10050811,10184.262742578685,10146.014229953327,211.37597752061998,211.11729192798472,53.567876263915416,49.01841254402257
24,Minnesota,MN,4,5707390,10926.535596831476,10861.24430656695,136.94525869092527,136.54227238720327,59.275465668195096,53.7134837465111
25,Mississippi,MS,4,2949965,12750.11737427393,12377.35266108484,262.03700721872974,259.3646591287241,42.80979604842769,35.67859279686369
26,Missouri,MO,4,6168187,11825.25756758023,11679.94976250141,172.8384693914111,170.83626031441653,50.081539356702386,42.20533521438309
27,Montana,MT,4,1104271,10833.39144105025,10738.797683850122,156.5738844903108,156.0758183453156,48.74193019648257,43.3292190051174
28,Nebraska,NE,4,1963692,11860.46487942101,11788.872331156967,130.4176011309309,130.12054164638175,54.4597116044675,49.40423447261587
29,Nevada,NV,4,3143991,11763.583292700265,11648.006807725775,194.657045773986,192.06479916768208,54.24258530002153,44.47471382710701
