state_id,state_name,state_abbr,risk_level,population2021,daily_new_new_cases_per_100k,7d_rolling_avg_new_cases_per_100k,daily_new_new_deaths_per_100k,7d_rolling_avg_new_deaths_per_100k,daily_percentage_of_people_who_received_at_least_one_dose,daily_percentage_of_people_who_are_fully_vaccinated
1,Alabama,AL,4,5039877,94.407065886727,82.00030051753814,2.6786368000647633,0.839967589156111,0.0,0.0
2,Alaska,AK,3,732673,49.271639599111744,45.74248773229765,0.40945960885688437,0.2729730725712562,0.0,0.0
3,Arizona,AZ,4,7276316,73.59493457953172,87.1241514446125,0.7009041388526831,1.31705843085063,0.0,0.0
4,Arkansas,AR,4,3025891,95.6082026748485,77.60170003291121,1.2558284485462299,1.4541171509482662,0.0,0.0
5,California,CA,4,39237836,114.06592351321312,108.20095758011294,0.9659044397861289,0.5831956006272448,0.0,0.0
6,Colorado,CO,4,5812069,45.25066718925739,48.01584918751456,1.1527736508289905,0.7799861518046901,0.0,0.0
7,Connecticut,CT,4,3605597,48.39697836447057,51.20610301943657,0.9152437169212199,0.9106212739064663,0.0,0.0
8,Delaware,DE,4,1003384,60.993597665499955,61.30682342381952,0.0,0.6478078183427282,0.0,0.0
9,District of Columbia,DC,3,1340100,24.32654279531378,17.31214088500858,0.5223490784269831,0.29848518767256177,0.0,0.0
10,Florida,FL,4,21781128,52.26542904481347,51.856162558969125,0.5509356540212242,0.4208536245995463,0.0,0.0
11,Georgia,GA,4,10799566,69.58612966484023,61.35960860437751,0.5370586188370903,0.3426063602926266,0.0,0.0
12,Hawaii,HI,2,1441553,6.5901149662898275,9.285620636712133,0.20810889367231036,0.04624642081606897,0.0,0.0
13,Idaho,ID,4,1900923,68.8086787313321,63.30759170300803,1.3677566108674575,0.6137369407738592,0.0,0.0
14,Illinois,IL,4,12671469,53.08776748773169,53.77434928815278,1.333704876680044,1.1798158524477314,0.0,0.0
15,Indiana,IN,4,6805985,68.74831490225148,75.02220472128576,0.9403488253353481,1.1754360316691852,0.0,0.0
16,Iowa,IA,4,3193079,56.935641116301845,50.68104216293159,0.46976601581107136,1.560667096972337,0.0,0.0
17,Kansas,KS,4,2934582,162.27183292203114,72.8650865535778,2.010507799747971,1.107483110030662,0.0,0.0
18,Kentucky,KY,4,4509394,64.06625812692349,59.46633690849433,0.7761575058644243,0.7761575058644242,0.0,0.0
19,Louisiana,LA,4,4624047,64.31595526602563,56.81170628239721,1.470573287858017,0.8109779160981713,0.0,0.0
20,Maine,ME,4,1372247,54.50913720343349,33.105243756095966,0.5829854246356523,0.43723906847673927,0.0,0.0
21,Maryland,MD,4,6165129,39.95050225226431,37.24171870531825,0.7947927772476456,0.6731408215464754,0.0,0.0
22,Massachusetts,MA,4,6984723,68.92184557641012,65.19534540903463,1.1883076823518985,0.6943725613743021,0.0,0.0
23,Michigan,MI,4,10050811,37.74819763300693,36.2714155959298,0.7163601026822611,1.2453389748018013,0.0,0.0
24,Minnesota,MN,4,5707390,26.421884609252213,40.31615151584174,1.3140857730065756,0.9373811847446908,0.0,0.0
25,Mississippi,MS,4,2949965,89.28919495655033,71.10011716846036,1.4576444127303205,1.1073577709114064,0.0,0.0
26,Missouri,MO,4,6168187,47.3558924202525,51.87678555882212,1.848192994148848,1.1645777492370666,0.0,0.0
27,Montana,MT,4,1104271,51.97999404131776,49.50906849082207,1.4489196945315053,0.9810393765057067,0.0,0.0
28,Nebraska,NE,4,1963692,67.16939316349,53.41250780963322,2.2406772548851857,0.6874805213852274,0.0,0.0
29,Nevada,NV,4,3143991,94.40230585901804,72.0558224062528,1.6857554617681791,0.917093380144324,0.0,0.0
30,New Hampshire,NH,4,1388992,36.285306178869284,52.23726476260687,1.5118877574528868,0.37197238477015465,0.0,0.0
31,New Jersey,NJ,4,9267130,51.89308879879747,46.400557669958225,1.5107158311149191,0.5809062064882368,0.0,0.0
32,New Mexico,NM,4,2115877,55.15443478047164,59.98863422995355,1.8904690584566115,1.2130509791763258,0.0,0.0
33,New York,NY,4,19835913,59.18557920676503,53.26990206385475,0.7763696079933402,0.6536964881156045,0.0,0.0
34,North Carolina,NC,4,10551162,62.80824803941026,59.89996985301578,0.7202998115278677,0.49283671315064637,0.0,0.0
35,North Dakota,ND,4,774948,34.841047399309375,37.55090664147788,0.6452045814686921,0.9247932334384589,0.0,0.0
36,Ohio,OH,4,11780017,66.12893682581273,72.83035815167815,0.9252957784356338,0.6720420409127311,0.0,0.0
37,Oklahoma,OK,4,3986639,91.70632204220146,86.1699721064715,1.0786028030127632,0.4682306741760833,0.0,0.0
38,Oregon,OR,4,4246155,21.878617243129373,28.244039944036768,0.6358693924267955,0.45138876622889806,0.0,0.0
39,Pennsylvania,PA,4,12964056,75.01510329791849,68.00010296601178,1.7432815779259205,1.3421725422969477,0.0,0.0
40,Rhode Island,RI,4,1095610,80.22927866667884,76.36971967345002,2.3731072188096127,1.3386758670208072,0.0,0.0
41,South Carolina,SC,4,5190705,80.4322341570172,60.85328073381719,1.001790700877819,0.5651127030592825,0.0,0.0
42,South Dakota,SD,4,895376,59.30469434070155,54.82134241448763,0.893479387430532,1.5077464662890225,0.0,0.0
43,Tennessee,TN,4,6975218,112.55562191747985,114.64669839504862,1.5913481127041478,1.4216998904789309,0.0,0.0
44,Texas,TX,4,29527941,70.01504100810823,56.47822563333198,0.8839085664659111,0.7253017291881837,0.0,0.0
45,Utah,UT,4,3337975,78.25103543315933,72.67879477827125,0.6291239449067174,0.36449244427135213,0.0,0.0
46,Vermont,VT,3,645570,11.152934615920815,14.848450649370765,0.7745093483278344,0.18071884794316137,0.0,0.0
47,Virginia,VA,4,8642274,53.82842525011357,44.45423904469059,0.6364065753990211,0.37991544046547626,0.0,0.0
48,Washington,WA,3,7738692,33.959227218243086,36.03783614669175,0.4005844915393971,0.1615260046529827,0.0,0.0
49,West Virginia,WV,4,1782959,67.24776060470263,72.80834035683698,1.289990403593128,1.2339038643064704,0.0,0.0
50,Wisconsin,WI,4,5895908,51.95128553566305,53.98659544891135,1.255107779836456,1.082671801075141,0.0,0.0
51,Wyoming,WY,4,578803,49.23955128083303,58.1002023634491,0.0,1.2957776652850796,0.0,0.0
