state_id,state_name,state_abbr,risk_level,population2021,daily_new_cases_per_100k,7d_rolling_avg_new_cases_per_100k,daily_new_deaths_per_100k,7d_rolling_avg_new_deaths_per_100k,daily_percentage_of_people_who_received_at_least_one_dose,daily_percentage_of_people_who_are_fully_vaccinated
1,Alabama,AL,3,5039877,73.11686376473077,65.54865185343668,0.5158856059383988,0.19180362272068677,43.02537542086841,33.67431387710454
2,Alaska,AK,3,732673,45.31353004682853,40.672987813117174,0.0,0.20472980442844216,51.84563918692241,45.6842274793803
3,Arizona,AZ,3,7276316,38.83833522348397,30.614000664229376,0.5772151731727979,0.1740807665124311,53.64209031053626,45.55023448679249
4,Arkansas,AR,4,3025891,100.36713153249737,71.58222156713511,0.7270585754741331,0.6829944193847917,48.14489352061921,37.078334943327434
5,California,CA,3,39237836,37.909837841210205,28.122637256841294,0.09939386055846709,0.11256142328202469,65.93563416698107,53.65744940674099
6,Colorado,CO,2,5812069,14.056956309362466,15.467813613362125,0.12043903814631243,0.0831602882438824,60.21891687796549,54.241819909570935
7,Connecticut,CT,2,3605597,20.27403506270945,14.82219370130859,0.0,0.013867329044260907,69.63592991673778,62.88434342495848
8,Delaware,DE,2,1003384,22.723105012637237,14.564997761859583,0.0,0.04983137064174833,59.41493984356936,51.48417754319383
9,District of Columbia,DC,2,1340100,9.551526005521977,7.515430618184145,0.0,0.0,33.95164539959705,29.009850011193194
10,Florida,FL,3,21781128,214.3415161969573,88.37991704168333,1.3406100914516457,0.2479210443095509,58.0221419202899,48.61259710700015
11,Georgia,GA,3,10799566,54.44663239244984,41.16567541431096,0.2963082034963257,0.1311781109228525,46.391114235516504,38.389218603784634
12,Hawaii,HI,3,1441553,42.107366153030796,31.721741364050736,0.13873926244820692,0.011561605204017243,70.4835687623001,52.78564159625071
13,Idaho,ID,3,1900923,35.719489953038604,27.099617246088194,0.15781807048470664,0.14028272931973926,39.05560614501481,35.33593943573727
14,Illinois,IL,2,12671469,23.485832621300656,19.22879998026613,0.1420514069836733,0.0762868667134542,62.95478448473496,48.88696014645185
15,Indiana,IN,3,6805985,29.503444394896547,21.03820597396472,0.13223655356278333,0.09795300263909879,47.185602084048085,44.00069938443884
16,Iowa,IA,2,3193079,0.0,15.591757762872225,0.0,0.05219622397900794,53.128782595106486,49.297809418432806
17,Kansas,KS,3,2934582,70.70853702503457,32.23627760273865,0.44299324401226475,0.15902321579927456,53.6206860125224,45.211822331084974
18,Kentucky,KY,3,4509394,54.55278469789954,39.94518363854909,0.13305557243390131,0.18110341803503235,52.35193465019912,45.52864531243001
19,Louisiana,LA,3,4624047,132.26509159617106,99.5541042603713,1.038051732605659,0.5875084458844528,43.59985960350316,37.35394558057044
20,Maine,ME,1,1372247,10.566610821521198,8.005639134728868,0.0,0.012145529679909423,67.43283096993471,62.787311613725514
21,Maryland,MD,1,6165129,14.436032076538869,9.880455983043618,0.06488104304062413,0.06488104304062413,64.0472891970306,58.074226832885415
22,Massachusetts,MA,2,6984723,17.26625379417337,13.52952722677764,0.028633920056672254,0.026247760051949565,72.11462788144927,63.35934868140082
23,Michigan,MI,2,10050811,42.40453830044163,10.516564285210418,0.06964612109410873,0.049747229352934796,53.13336406385515,48.75639388702066
24,Minnesota,MN,2,5707390,17.591228214648027,12.732865385303715,0.10512686184052604,0.05840381213362558,58.61351686147258,53.39112974582076
25,Mississippi,MS,3,2949965,70.98389302923933,70.91609561469373,0.2711896581823852,0.39548491818264514,41.1446237497733,35.100687635277026
26,Missouri,MO,3,6168187,55.59169979768772,46.87415790548689,0.35666882343223383,0.4458360292902923,49.21024605771518,41.54257969156902
27,Montana,MT,2,1104271,24.450519845219155,19.59922622513599,0.18111496181643816,0.24148661575525088,48.224484750573005,43.070858512086254
28,Nebraska,NE,2,1963692,20.064246327835527,15.85933901184969,0.1018489661311448,0.008487413844262067,53.85274269080894,49.1141176925913
29,Nevada,NV,3,3143991,41.3169121667333,32.592786865938415,0.8269743774711823,0.35517489288826426,53.322639918498496,43.91968679299654
30,New Hampshire,NH,2,1388992,11.303160853338248,10.33637548462688,0.0,0.02399821837226804,63.73730014283739,57.26742846611068
31,New Jersey,NJ,2,9267130,14.524453633433437,12.861124672440582,0.07553579155574595,0.06114802173560387,63.848224854944306,56.33841329516258
32,New Mexico,NM,3,2115877,25.804902647932746,22.80040718002849,0.28357035876849174,0.07089258969212293,65.51401617390803,57.01980786217724
33,New York,NY,2,19835913,18.95551770165558,15.147129494727208,0.015124083272597537,0.04873315721170316,62.48729261920034,56.39212069542753
34,North Carolina,NC,3,10551162,43.17060054617681,31.293777338051893,0.11373154918861068,0.14058483163592153,51.53694920047669,43.76408020273028
35,North Dakota,ND,2,774948,15.355869038954872,11.04221555142133,0.12904091629373843,0.043013638764579476,45.053345514795836,39.59852790122692
36,Ohio,OH,2,11780017,14.14259419150244,13.087538716746211,0.22071275448923378,0.05376336327301848,49.864588480644805,46.38467839222982
37,Oklahoma,OK,3,3986639,57.76795942647428,47.83119672629357,0.0,0.1923090268937485,48.4073677099933,40.28558893845166
38,Oregon,OR,3,4246155,23.079703873268876,24.03182576774921,0.0706521547140884,0.10205311236479435,60.7056030691296,55.8611967768487
39,Pennsylvania,PA,2,12964056,12.84320277542769,10.523602445760142,0.06170908240445737,0.05142423533704781,65.31111868075855,52.104325991803805
40,Rhode Island,RI,2,1095610,27.199459661740946,19.376029270060908,0.0,0.045636677284800246,65.81420395943812,59.835981781838434
41,South Carolina,SC,3,5190705,63.05501853794427,47.232780243036075,0.21191726364723096,0.11238036708565279,47.06755633386987,40.57955518566361
42,South Dakota,SD,2,895376,0.0,5.999075887033571,0.0,0.13029907733361926,52.67206179303443,46.64241614695949
43,Tennessee,TN,3,6975218,55.55381924980696,40.24656597522421,0.4014211455469922,0.15531175274139583,44.48351291672891,38.55171264898101
44,Texas,TX,3,29527941,83.17207081929621,44.074477506866174,0.2506100916416759,0.16312233442442417,51.56504816912225,43.46927880951807
45,Utah,UT,3,3337975,26.75274680008089,25.729885420266566,0.2396662647263685,0.17475665136297705,50.50831716834308,43.33765231914559
46,Vermont,VT,1,645570,15.645088836222252,9.53752940369419,0.0,0.0,73.28670787056399,65.47593599454746
47,Virginia,VA,2,8642274,21.348547847476254,16.992882065199836,0.1388523437234228,0.026999066835109987,61.49887170899696,54.17184180922753
48,Washington,WA,3,7738692,28.506109301158386,28.502417278194887,0.11629872335014753,0.07537880217139192,63.44161261360447,57.06381646924312
49,West Virginia,WV,3,1782959,24.06112535397617,17.194530472738215,0.22434615714663098,0.14021634821664433,46.39562659601258,39.31385971298275
50,Wisconsin,WI,2,5895908,21.89654248336304,19.514745287264127,-0.08480457971867947,0.04240228985933973,55.35790246387834,51.36487882782431
51,Wyoming,WY,3,578803,43.71089990895002,32.7276416032003,0.0,0.2879505922855733,41.83565047174945,36.71940193813785
