state_id,state_name,state_abbr,risk_level,population2021,daily_new_cases_per_100k,7d_rolling_avg_cases_per_100k,daily_new_deaths_per_100k,7d_rolling_avg_deaths_per_100k,daily_percentage_of_people_who_received_at_least_one_dose,daily_percentage_of_people_who_are_fully_vaccinated
1,Alabama,AL,4,5039877,10516.347918808337,10493.03669230703,217.18784010006593,216.53306221560567,32.119652920101025,23.79153300765078
2,Alaska,AK,4,732673,9309.473666970121,9260.611486979868,45.31353004682853,45.108800242400086,42.24503973805504,36.109560472407196
3,Arizona,AZ,4,7276316,11910.189167155468,11882.973668072058,238.67847410695194,238.36467061994927,41.49470693686201,30.186195871647136
4,Arkansas,AR,4,3025891,11135.496949493554,11114.242289059888,190.25800995475382,189.89448066701675,35.9869869734237,26.54735415122356
5,California,CA,4,39237836,9566.776312536706,9550.96795566693,158.44145941177797,157.83022964535215,50.427263623814525,32.64357137330408
6,Colorado,CO,4,5812069,8976.889297081641,8904.178529195024,111.52654932348531,110.88994297899767,47.131116302989525,34.4723367874676
7,Connecticut,CT,4,3605597,9493.074239855425,9441.903795682101,225.5105049177709,224.85411800967586,55.545558752128976,40.689711024276974
8,Delaware,DE,4,1003384,10521.594922781307,10467.13635343711,162.35060555081603,162.06822778384614,46.525158862409604,33.756368449168015
9,District of Columbia,DC,4,1340100,3587.791955824192,3575.021053865916,82.82963957913589,82.55602815710272,26.060592493097527,16.747780016416687
10,Florida,FL,4,21781128,10368.723786940694,10312.286987944006,163.2055052428873,162.10210355802815,42.16889042661152,30.08599462801008
11,Georgia,GA,4,10799566,10024.32875543332,9993.454498872587,182.05361215441434,181.4748851944606,35.04862139830434,25.57234244413155
12,Hawaii,HI,4,1441553,2310.633046443662,2292.4185632736758,33.505531881241964,33.34366940838572,53.14976279054603,36.34857684733062
13,Idaho,ID,4,1900923,9925.07324073621,9895.74914021091,108.10537828202405,107.89495418804444,32.48969053454559,26.479715380370482
14,Illinois,IL,4,12671469,10670.74385771689,10618.716966213062,193.213588732293,192.32313685703423,47.59891690537222,31.768644977153006
15,Indiana,IN,4,6805985,10724.722431800834,10678.618052451522,196.57698334627537,196.1631319101252,36.51268699534307,28.041877847218295
16,Iowa,IA,4,3193079,11491.917362520626,11457.709448645472,187.28005163668047,186.55974374577013,44.31650453997536,35.621041634109275
17,Kansas,KS,4,2934582,10638.85759539178,10619.584955248432,171.77914946660206,171.37023262597538,42.78449196512484,32.68911892732934
18,Kentucky,KY,4,4509394,9997.795712683344,9957.182083192805,147.7803891165864,147.2333828743581,41.258625881881244,32.56630491813313
19,Louisiana,LA,4,4624047,9974.163324897001,9940.065179144713,225.45186067529158,224.7742435720629,32.61960788893366,27.087203049622982
20,Maine,ME,4,1372247,4603.763025169666,4531.764325227164,57.78843021700904,57.4847919750113,55.00197850678485,41.13013182029183
21,Maryland,MD,4,6165129,7322.766482258522,7293.4147618229645,143.09514042609652,142.45984687965708,48.93094694368926,35.44788762733108
22,Massachusetts,MA,4,6984723,9946.980001927062,9905.546719605058,252.88046498050102,252.42948073960847,57.27665936072196,38.52931605161722
23,Michigan,MI,4,10050811,9493.11453573249,9389.529433424397,191.11890572810492,188.28828837792295,43.17925190315488,33.420188679301596
24,Minnesota,MN,4,5707390,10237.95465177603,10166.518446134873,127.85178514171976,127.15677977732963,47.65850940622596,35.70551513038359
25,Mississippi,MS,4,2949965,10607.786872047634,10587.75757872188,244.95205875323944,244.3418820223291,31.831292913644738,24.71039486909167
26,Missouri,MO,4,6168187,9805.247473852527,9775.4285705948,151.14652003903254,150.31429278435732,38.12467099327566,28.7356398241493
27,Montana,MT,4,1104271,9934.517885555266,9896.820099931472,143.08081983498616,142.61293951696035,40.03075332051643,32.2087603495881
28,Nebraska,NE,4,1963692,11250.898817126108,11220.438701326742,121.14934521299675,120.63161296849675,43.15091165009584,34.17898529912023
29,Nevada,NV,4,3143991,10098.056896473303,10059.270889406853,174.61882047372274,174.04629975085808,39.543211160591746,28.838155071054594
30,New Hampshire,NH,4,1388992,6921.134174998849,6877.145440722481,94.3849928581302,93.97702314580165,59.87557883702714,29.6258005805649
31,New Jersey,NJ,4,9267130,10854.903298000569,10805.461268560417,277.755896377843,276.4394154393,50.637554453212594,36.786308166606055
32,New Mexico,NM,4,2115877,9407.63569905056,9371.20365962402,193.34772295364994,192.62304314790825,51.50564045074454,38.9088779735306
33,New York,NY,4,19835913,10398.850811656615,10360.337693700165,262.3423484464768,261.471873431454,47.99866787074535,36.24924650556795
34,North Carolina,NC,4,10551162,9281.783371348103,9233.455586625027,120.94402493298843,120.38484481614444,39.65586918293928,30.73253922174638
35,North Dakota,ND,4,774948,13968.55014788089,13918.187321693104,197.4326019294198,196.8089041673334,38.91577241311675,32.79974914445872
36,Ohio,OH,4,11780017,9169.095426602526,9135.898773078414,164.2102893399899,163.87073125616033,40.74775104314365,33.4770739295198
37,Oklahoma,OK,4,3986639,11273.004653794838,11257.176784755278,171.3724267484465,170.45268792417207,38.68888053320102,30.33131417216357
38,Oregon,OR,4,4246155,4454.900963342129,4403.846370590401,59.60686786045257,59.29285828394551,45.85496761187474,32.33671403893641
